source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,noteworthy_env_cond,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,seq_batch,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMO BON EMT21 Wa 211020 0.2um (1),EMOBON metagenome water sample from station EMT21 collected on 2021-10-20 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-20,EMT21_Wa_211020,Jose González,https://orcid.org/0000-0003-1576-9819,low_tide,,1,1,5,0,0.2-3,0.2,3,true,Niskin,WaSOP 1,NA,2021-10-20,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,false,2022-01-10,2022-01-11,-70,2022-02-22,2022-02-23,,false,NA,NA,EMOBON_EMT21_Wa_21
EMO BON EMT21 Wa 211020 0.2um (2),EMOBON metagenome water sample from station EMT21 collected on 2021-10-20 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-20,EMT21_Wa_211020,Jose González,https://orcid.org/0000-0003-1576-9819,low_tide,,1,2,5,0,0.2-3,0.2,3,true,Niskin,WaSOP 1,NA,2021-10-20,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,false,2022-01-10,2022-01-11,-70,2022-02-22,2022-02-23,,false,NA,NA,EMOBON_EMT21_Wa_22
EMO BON EMT21 Wa 211020 0.2um (3),EMOBON metagenome water sample from station EMT21 collected on 2021-10-20 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-20,EMT21_Wa_211020,Jose González,https://orcid.org/0000-0003-1576-9819,low_tide,,1,3,5,0,0.2-3,0.2,3,true,Niskin,WaSOP 1,NA,2021-10-20,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_EMT21_Wa_23
EMO BON EMT21 Wa 211020 0.2um (4),EMOBON metagenome water sample from station EMT21 collected on 2021-10-20 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-20,EMT21_Wa_211020,Jose González,https://orcid.org/0000-0003-1576-9819,low_tide,,1,4,5,0,0.2-3,0.2,3,true,Niskin,WaSOP 1,NA,2021-10-20,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_EMT21_Wa_24
EMO BON EMT21 Wa 211020 0.2um (BLANK),EMOBON metagenome water sample from station EMT21 collected on 2021-10-20 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-20,EMT21_Wa_211020,Jose González,https://orcid.org/0000-0003-1576-9819,low_tide,,NA,blank_1,5,0,0.2-3,0.2,3,false,NA,WaSOP 1,NA,2021-10-20,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_EMT21_Wa_25
EMO BON EMT21 Wa 211020 20um (1),EMOBON metagenome water sample from station EMT21 collected on 2021-10-20 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-20,EMT21_Wa_211020,Jose González,https://orcid.org/0000-0003-1576-9819,low_tide,,1,1,0.25,0,20,20,NA,false,Plankton net (20um),WaSOP 2,Horizontal tow (50m),2021-10-20,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_EMT21_Wa_26
EMO BON EMT21 Wa 21102020um (2),EMOBON metagenome water sample from station EMT21 collected on 2021-10-20 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-20,EMT21_Wa_211020,Jose González,https://orcid.org/0000-0003-1576-9819,low_tide,,1,2,0.25,0,20,20,NA,false,Plankton net (20um),WaSOP 2,Horizontal tow (50m),2021-10-20,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_EMT21_Wa_27
EMO BON EMT21 Wa 211020 20um (3),EMOBON metagenome water sample from station EMT21 collected on 2021-10-20 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-20,EMT21_Wa_211020,Jose González,https://orcid.org/0000-0003-1576-9819,low_tide,,1,3,0.25,0,20,20,NA,false,Plankton net (20um),WaSOP 2,Horizontal tow (50m),2021-10-20,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_EMT21_Wa_28
EMO BON EMT21 Wa 211020 20um (4),EMOBON metagenome water sample from station EMT21 collected on 2021-10-20 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-20,EMT21_Wa_211020,Jose González,https://orcid.org/0000-0003-1576-9819,low_tide,,1,4,0.25,0,20,20,NA,false,Plankton net (20um),WaSOP 2,Horizontal tow (50m),2021-10-20,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_EMT21_Wa_29
EMO BON EMT21 Wa 211020 20um (BLANK),EMOBON metagenome water sample from station EMT21 collected on 2021-10-20 size fraction 20um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-10-20,EMT21_Wa_211020,Jose González,https://orcid.org/0000-0003-1576-9819,low_tide,,NA,blank_1,0.25,0,20,20,NA,false,NA,WaSOP 2,NA,2021-10-20,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_EMT21_Wa_30
EMO BON EMT21 Wa 211216 3um (1),EMOBON metagenome water sample from station EMT21 collected on 2021-12-16 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-16,EMT21_Wa_211216,Jose González,https://orcid.org/0000-0003-1576-9819,flood_tide,,1,1,5,0,3-200,3,200,true,Niskin,WaSOP 1,NA,2021-12-16,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,false,2022-01-10,2022-01-11,-70,2022-02-22,2022-02-23,,false,NA,NA,EMOBON_EMT21_Wa_31
EMO BON EMT21 Wa 211216 3um (2),EMOBON metagenome water sample from station EMT21 collected on 2021-12-16 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-16,EMT21_Wa_211216,Jose González,https://orcid.org/0000-0003-1576-9819,flood_tide,,1,2,5,0,3-200,3,200,true,Niskin,WaSOP 1,NA,2021-12-16,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,false,2022-01-10,2022-01-11,-70,2022-02-22,2022-02-23,,false,NA,NA,EMOBON_EMT21_Wa_32
EMO BON EMT21 Wa 211216 3um (3),EMOBON metagenome water sample from station EMT21 collected on 2021-12-16 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-16,EMT21_Wa_211216,Jose González,https://orcid.org/0000-0003-1576-9819,flood_tide,,1,3,5,0,3-200,3,200,true,Niskin,WaSOP 1,NA,2021-12-16,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_EMT21_Wa_33
EMO BON EMT21 Wa 211216 3um (4),EMOBON metagenome water sample from station EMT21 collected on 2021-12-16 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-16,EMT21_Wa_211216,Jose González,https://orcid.org/0000-0003-1576-9819,flood_tide,,1,4,5,0,3-200,3,200,true,Niskin,WaSOP 1,NA,2021-12-16,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_EMT21_Wa_34
EMO BON EMT21 Wa 211216 3µm (BLANK),EMOBON metagenome water sample from station EMT21 collected on 2021-12-16 size fraction 3-200um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-16,EMT21_Wa_211216,Jose González,https://orcid.org/0000-0003-1576-9819,flood_tide,,NA,blank_1,5,0,3-200,3,200,false,NA,WaSOP 1,NA,2021-12-16,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,false,2022-01-10,2022-01-11,-70,2022-02-22,2022-02-23,,true,blank; non-quantifiable DNA after extraction,NA,EMOBON_EMT21_Wa_35
EMO BON EMT21 Wa 211216 0.2um (1),EMOBON metagenome water sample from station EMT21 collected on 2021-12-16 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-16,EMT21_Wa_211216,Jose González,https://orcid.org/0000-0003-1576-9819,flood_tide,,1,1,5,0,0.2-3,0.2,3,true,Niskin,WaSOP 1,NA,2021-12-16,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,false,2022-01-10,2022-01-11,-70,2022-02-22,2022-02-23,,false,NA,NA,EMOBON_EMT21_Wa_36
EMO BON EMT21 Wa 211216 0.2um (2),EMOBON metagenome water sample from station EMT21 collected on 2021-12-16 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-16,EMT21_Wa_211216,Jose González,https://orcid.org/0000-0003-1576-9819,flood_tide,,1,2,5,0,0.2-3,0.2,3,true,Niskin,WaSOP 1,NA,2021-12-16,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,false,2022-01-10,2022-01-11,-70,2022-02-22,2022-02-23,,false,NA,NA,EMOBON_EMT21_Wa_37
EMO BON EMT21 Wa 211216 0.2um (3),EMOBON metagenome water sample from station EMT21 collected on 2021-12-16 size fraction 0.2-3um,https://www.ncbi.nlm.nih.gov/taxonomy/browser/wwwtax.cgi?id=1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-12-16,EMT21_Wa_211216,Jose González,https://orcid.org/0000-0003-1576-9819,flood_tide,,1,3,5,0,0.2-3,0.2,3,true,Niskin,WaSOP 1,NA,2021-12-16,cryopreservation room,-80,Jose González,https://orcid.org/0000-0003-1576-9819,NA,NA,true,NA,NA,NA,NA,NA,,NA,NA,NA,EMOBON_EMT21_Wa_38
