source_mat_id,sea_surf_temp_method,sea_surf_temp,ph,ph_method,sediment_temp,sediment_temp_method,redox_potential,redox_potential_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,chlorophyll,chlorophyll_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,diss_oxygen,diss_oxygen_method,magnesium,magnesium_method,methane,methane_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,oxy_stat_samp,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,particle_class,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,porosity,pressure,pressure_method,sea_surf_salinity,sea_surf_salinity_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,water_current,water_current_method
EMOBON_EMT21_So_12,Hach probe,13.8,8.08,Hach probe,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,Hach probe,,,,,,,,
EMOBON_EMT21_So_13,Hach probe,13.8,8.08,Hach probe,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,Hach probe,,,,,,,,
EMOBON_EMT21_So_14,Hach probe,13.8,8.08,Hach probe,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,Hach probe,,,,,,,,
EMOBON_EMT21_So_15,Hach probe,13.8,8.08,Hach probe,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,Hach probe,,,,,,,,
EMOBON_EMT21_So_16,Hach probe,13.8,8.08,Hach probe,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,Hach probe,,,,,,,,
EMOBON_EMT21_So_17,Hach probe,17.3,8.14,Hach probe,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57,Hach probe,,,,,,,,
EMOBON_EMT21_So_18,Hach probe,17.3,8.14,Hach probe,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57,Hach probe,,,,,,,,
EMOBON_EMT21_So_19,Hach probe,17.3,8.14,Hach probe,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57,Hach probe,,,,,,,,
EMOBON_EMT21_So_20,Hach probe,17.3,8.14,Hach probe,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57,Hach probe,,,,,,,,
EMOBON_EMT21_So_21,Hach probe,17.3,8.14,Hach probe,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57,Hach probe,,,,,,,,
EMOBON_EMT21_So_22,Hach probe,17.3,8.14,Hach probe,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57,Hach probe,,,,,,,,
EMOBON_EMT21_So_23,Hach probe,17.3,8.14,Hach probe,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57,Hach probe,,,,,,,,
EMOBON_EMT21_So_24,Hach probe,17.3,8.14,Hach probe,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57,Hach probe,,,,,,,,
EMOBON_EMT21_So_25,Hach probe,16.5,8.09,Hach probe,16.06,Aqualabo PHEHT probe,155.4,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,Hach probe,,,,,,,,
EMOBON_EMT21_So_26,Hach probe,16.5,8.09,Hach probe,16.06,Aqualabo PHEHT probe,155.4,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,Hach probe,,,,,,,,
EMOBON_EMT21_So_27,Hach probe,16.5,8.09,Hach probe,16.06,Aqualabo PHEHT probe,155.4,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,Hach probe,,,,,,,,
EMOBON_EMT21_So_28,Hach probe,16.5,8.09,Hach probe,16.06,Aqualabo PHEHT probe,155.4,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,Hach probe,,,,,,,,
EMOBON_EMT21_So_29,Hach probe,16.5,8.09,Hach probe,16.06,Aqualabo PHEHT probe,155.4,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,Hach probe,,,,,,,,
EMOBON_EMT21_So_30,Hach probe,16.5,8.09,Hach probe,16.06,Aqualabo PHEHT probe,155.4,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,Hach probe,,,,,,,,
EMOBON_EMT21_So_31,Hach probe,16.5,8.09,Hach probe,16.06,Aqualabo PHEHT probe,155.4,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,Hach probe,,,,,,,,
EMOBON_EMT21_So_32,Hach probe,16.5,8.09,Hach probe,16.06,Aqualabo PHEHT probe,155.4,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,Hach probe,,,,,,,,
EMOBON_EMT21_So_33,Hach probe,18.3,7.82,Hach probe,17.42,Aqualabo PHEHT probe,-76.34,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,Hach probe,,,,,,,,
EMOBON_EMT21_So_34,Hach probe,18.3,7.82,Hach probe,17.42,Aqualabo PHEHT probe,-76.34,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,Hach probe,,,,,,,,
EMOBON_EMT21_So_35,Hach probe,18.3,7.82,Hach probe,17.42,Aqualabo PHEHT probe,-76.34,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,Hach probe,,,,,,,,
EMOBON_EMT21_So_36,Hach probe,18.3,7.82,Hach probe,17.42,Aqualabo PHEHT probe,-76.34,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,Hach probe,,,,,,,,
EMOBON_EMT21_So_37,Hach probe,18.3,7.82,Hach probe,17.42,Aqualabo PHEHT probe,-76.34,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,Hach probe,,,,,,,,
EMOBON_EMT21_So_38,Hach probe,18.3,7.82,Hach probe,17.42,Aqualabo PHEHT probe,-76.34,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,Hach probe,,,,,,,,
EMOBON_EMT21_So_39,Hach probe,18.3,7.82,Hach probe,17.42,Aqualabo PHEHT probe,-76.34,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,Hach probe,,,,,,,,
EMOBON_EMT21_So_40,Hach probe,18.3,7.82,Hach probe,17.42,Aqualabo PHEHT probe,-76.34,Aqualabo PHEHT probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,Hach probe,,,,,,,,
EMOBON_EMT21_So_41,Hach probe,14.6,8.22,Hach probe,12.5,Hach probe,-94.6,Hach probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,Hach probe,,,,,,,,
EMOBON_EMT21_So_42,Hach probe,14.6,8.22,Hach probe,12.5,Hach probe,-94.6,Hach probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,Hach probe,,,,,,,,
EMOBON_EMT21_So_43,Hach probe,14.6,8.22,Hach probe,12.5,Hach probe,-94.6,Hach probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,Hach probe,,,,,,,,
EMOBON_EMT21_So_44,Hach probe,14.6,8.22,Hach probe,12.5,Hach probe,-94.6,Hach probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,Hach probe,,,,,,,,
EMOBON_EMT21_So_45,Hach probe,14.6,8.22,Hach probe,12.5,Hach probe,-94.6,Hach probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,Hach probe,,,,,,,,
EMOBON_EMT21_So_46,Hach probe,14.6,8.22,Hach probe,12.5,Hach probe,-94.6,Hach probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,Hach probe,,,,,,,,
EMOBON_EMT21_So_47,Hach probe,14.6,8.22,Hach probe,12.5,Hach probe,-94.6,Hach probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,Hach probe,,,,,,,,
EMOBON_EMT21_So_48,Hach probe,14.6,8.22,Hach probe,12.5,Hach probe,-94.6,Hach probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,Hach probe,,,,,,,,
